StationId,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
OD001,2019-07-22,20.24,53.62,3.2,10.32,5.99,81.0,0.95,3.9,9.97,0.58,,,94.0,Satisfactory
OD001,2019-07-23,20.5,50.9,5.4,11.74,9.22,69.31,1.42,2.28,8.46,0.0,,,99.0,Satisfactory
OD001,2019-07-24,16.9,35.71,6.6,11.57,8.05,77.62,1.24,1.26,10.77,0.0,,,84.0,Satisfactory
OD001,2019-07-25,21.23,31.73,5.88,7.52,10.99,59.27,1.79,1.41,6.22,0.0,,,98.0,Satisfactory
OD001,2019-07-26,16.79,33.38,12.03,12.58,17.88,68.25,1.86,1.96,6.72,0.0,,,99.0,Satisfactory
OD001,2019-07-27,18.61,25.47,5.6,11.4,4.89,66.61,0.91,1.41,4.54,0.0,,,95.0,Satisfactory
OD001,2019-07-28,28.1,41.48,,,0.0,,0.0,,,0.0,,,35.0,Good
OD001,2019-07-29,11.49,17.06,2.79,8.03,4.57,76.64,0.94,1.2,8.06,0.0,,,71.0,Satisfactory
OD001,2019-07-30,11.72,16.88,1.01,8.65,4.05,85.38,1.75,1.29,7.27,0.0,,,96.0,Satisfactory
OD001,2019-07-31,11.3,18.72,3.64,8.23,5.87,77.32,1.85,1.07,5.28,0.0,,,99.0,Satisfactory
OD001,2019-08-01,15.83,22.93,4.82,8.21,9.41,73.54,1.98,1.46,3.8,0.0,,,103.0,Moderate
OD001,2019-08-02,17.03,21.22,4.61,6.32,7.79,70.76,1.82,1.95,5.94,0.0,,,100.0,Satisfactory
OD001,2019-08-03,11.68,21.99,4.3,6.54,7.56,61.12,1.91,1.47,4.5,0.0,,,100.0,Satisfactory
OD001,2019-08-04,9.51,18.82,5.28,10.73,6.95,76.43,1.78,1.08,4.09,0.0,,,96.0,Satisfactory
OD001,2019-08-05,,,,,,,,,,,,,,
OD001,2019-08-06,14.82,22.61,7.75,7.35,13.18,96.75,2.0,2.24,4.21,0.0,,,,
OD001,2019-08-07,9.9,23.73,7.14,7.87,9.29,194.46,1.85,1.26,4.45,0.0,,,101.0,Moderate
OD001,2019-08-08,,15.62,16.67,5.79,9.56,78.87,0.8,3.02,9.15,0.0,,,,
OD001,2019-08-09,2.54,,2.23,11.17,6.65,71.51,1.82,3.71,7.41,0.0,,,,
OD001,2019-08-10,36.02,,5.48,8.93,11.27,58.58,2.04,2.02,4.63,0.0,,,,
OD001,2019-08-11,35.2,,6.37,12.75,10.81,62.68,2.03,2.17,4.14,0.0,,,,
OD001,2019-08-12,,,12.22,13.44,5.0,68.78,0.88,1.94,3.82,0.0,,,,
OD001,2019-08-13,13.05,18.03,14.66,8.4,18.29,63.01,1.95,2.84,5.75,0.0,,,,
OD001,2019-08-14,8.93,14.62,4.07,6.99,8.11,34.44,1.86,2.89,6.6,0.0,,,,
OD001,2019-08-15,26.93,68.24,14.33,9.0,18.1,35.27,2.05,3.63,7.55,0.0,,,103.0,Moderate
OD001,2019-08-16,28.16,65.76,5.34,7.5,8.36,44.61,1.54,5.26,4.34,0.0,,,103.0,Moderate
OD001,2019-08-17,43.12,108.51,8.62,8.02,14.5,41.14,2.0,6.15,5.27,0.0,,,102.0,Moderate
OD001,2019-08-18,23.19,53.79,14.01,9.02,19.48,57.49,1.97,6.14,3.46,0.0,,,107.0,Moderate
OD001,2019-08-19,20.65,41.49,6.59,9.35,10.81,54.09,1.49,6.88,5.15,0.0,,,,
OD001,2019-08-20,12.39,27.67,10.11,11.89,17.63,35.91,1.73,7.8,7.7,0.0,,,,
OD001,2019-08-21,32.15,63.23,3.4,11.04,10.09,37.82,1.96,8.44,6.27,0.0,,,100.0,Satisfactory
OD001,2019-08-22,39.35,68.75,3.96,9.97,7.56,45.64,1.83,9.04,6.69,0.0,,,101.0,Moderate
OD001,2019-08-23,22.73,29.55,13.89,8.68,5.0,27.3,1.7,6.44,5.64,0.0,,,,
OD001,2019-08-24,32.21,52.24,1.65,7.26,4.76,33.07,1.92,6.42,4.36,0.0,,,102.0,Moderate
OD001,2019-08-25,37.79,56.15,3.82,9.04,5.16,39.33,1.92,7.06,5.52,0.0,,,102.0,Moderate
OD001,2019-08-26,21.99,42.74,4.0,11.0,7.14,36.14,1.95,7.06,5.8,1.83,,,102.0,Moderate
OD001,2019-08-27,34.35,60.67,15.24,10.09,14.49,36.61,2.02,7.69,4.5,2.92,,,102.0,Moderate
OD001,2019-08-28,30.32,68.46,4.8,12.19,7.85,30.97,2.0,7.15,6.12,2.69,,,102.0,Moderate
OD001,2019-08-29,35.6,76.5,3.07,10.28,7.15,33.42,1.96,6.91,5.35,1.63,,,103.0,Moderate
OD001,2019-08-30,29.62,65.62,8.98,10.32,1.73,36.08,0.27,5.64,4.45,2.58,,,100.0,Satisfactory
OD001,2019-08-31,45.24,91.89,,,0.0,,0.0,,,0.53,,,81.0,Satisfactory
OD001,2019-09-01,33.73,79.79,3.79,11.29,6.08,27.0,1.11,8.32,7.01,2.41,,,97.0,Satisfactory
OD001,2019-09-02,17.73,49.02,1.9,10.64,2.56,37.06,1.42,6.38,5.88,1.99,,,102.0,Moderate
OD001,2019-09-03,25.45,56.18,,,0.0,,0.0,,,1.44,,,51.0,Satisfactory
OD001,2019-09-04,31.95,64.37,3.49,8.07,4.12,14.25,1.05,11.05,6.6,2.22,,,81.0,Satisfactory
OD001,2019-09-05,17.5,28.45,3.32,6.65,6.06,13.26,1.93,10.54,4.78,0.0,,,101.0,Moderate
OD001,2019-09-06,20.52,30.46,4.38,6.16,6.08,40.63,1.92,9.56,5.22,0.0,,,102.0,Moderate
OD001,2019-09-07,15.34,24.82,4.92,8.23,7.3,19.31,1.97,9.58,4.0,0.0,,,101.0,Moderate
OD001,2019-09-08,18.58,28.07,1.16,14.09,1.14,10.75,0.62,9.23,4.18,0.0,,,70.0,Satisfactory
OD001,2019-09-09,21.44,35.1,4.88,10.22,6.3,21.06,1.04,24.97,5.46,0.0,,,69.0,Satisfactory
OD001,2019-09-10,16.98,36.49,3.6,11.43,8.46,19.29,1.95,11.01,5.19,0.0,,,102.0,Moderate
OD001,2019-09-11,25.9,40.09,7.81,14.16,10.14,21.31,1.87,9.07,4.52,0.0,,,102.0,Moderate
OD001,2019-09-12,33.44,39.6,4.54,10.69,7.05,28.09,1.69,15.72,5.96,2.38,,,97.0,Satisfactory
OD001,2019-09-13,19.52,33.04,3.97,11.98,7.54,28.65,1.91,9.14,5.74,2.99,,,100.0,Satisfactory
OD001,2019-09-14,27.59,56.59,6.23,11.07,9.89,44.38,1.92,8.95,4.45,1.16,,,102.0,Moderate
OD001,2019-09-15,33.54,79.84,10.64,4.44,10.8,24.75,1.51,8.64,4.74,2.14,,,101.0,Moderate
OD001,2019-09-16,33.37,77.66,10.41,11.01,11.45,19.32,1.72,8.46,5.01,3.47,,,102.0,Moderate
OD001,2019-09-17,37.4,78.65,6.86,8.67,12.03,28.76,2.0,8.09,3.94,0.8,,,103.0,Moderate
OD001,2019-09-18,32.19,60.92,11.95,7.12,15.97,43.87,1.98,9.08,3.75,0.0,,,102.0,Moderate
OD001,2019-09-19,15.64,40.1,7.09,5.24,10.44,23.64,1.95,9.55,5.29,0.0,,,102.0,Moderate
OD001,2019-09-20,22.3,68.21,7.67,10.74,9.9,17.66,1.99,9.46,4.15,0.47,,,102.0,Moderate
OD001,2019-09-21,34.26,78.19,8.39,11.38,12.63,14.62,2.04,10.41,4.84,1.37,,,104.0,Moderate
OD001,2019-09-22,35.88,83.06,6.86,8.73,7.96,34.4,1.84,8.76,4.26,0.28,,,103.0,Moderate
OD001,2019-09-23,23.5,52.79,4.05,9.36,4.6,56.25,1.5,8.21,5.41,0.0,,,102.0,Moderate
OD001,2019-09-24,13.3,39.83,,,0.0,,0.0,,,0.4,,,49.0,Good
OD001,2019-09-25,19.4,38.72,6.75,4.85,5.71,24.06,1.24,8.77,4.05,0.11,,,91.0,Satisfactory
OD001,2019-09-26,16.66,33.48,5.66,6.28,7.84,35.82,1.91,8.67,3.75,0.0,,,101.0,Moderate
OD001,2019-09-27,15.27,30.81,7.74,5.87,9.85,17.85,2.01,9.07,3.71,0.0,,,102.0,Moderate
OD001,2019-09-28,14.78,32.14,3.87,8.3,6.66,24.25,2.02,9.04,3.78,0.12,,,103.0,Moderate
OD001,2019-09-29,16.93,27.1,12.88,13.28,13.6,42.83,1.9,9.56,5.1,0.0,,,102.0,Moderate
OD001,2019-09-30,26.05,39.9,4.19,8.81,7.52,17.04,2.14,9.2,4.98,1.68,,,103.0,Moderate
OD001,2019-10-01,32.16,96.99,6.9,8.45,10.88,13.64,2.17,9.12,4.86,1.27,,,104.0,Moderate
OD001,2019-10-02,28.96,66.56,3.88,15.17,7.4,39.16,2.07,9.24,4.96,1.28,,,104.0,Moderate
OD001,2019-10-03,27.41,74.47,2.14,10.3,7.09,55.34,2.03,9.1,5.22,0.0,,,103.0,Moderate
OD001,2019-10-04,51.42,120.96,4.96,7.69,10.95,14.18,2.23,9.67,5.59,3.77,,,98.0,Satisfactory
OD001,2019-10-05,34.76,90.57,8.59,8.36,12.4,44.98,2.17,8.54,5.14,2.98,,,105.0,Moderate
OD001,2019-10-06,30.55,61.86,8.17,7.86,9.76,48.7,2.06,8.36,5.55,0.0,,,104.0,Moderate
OD001,2019-10-07,25.13,46.13,7.41,9.91,9.33,25.96,2.09,8.5,6.29,0.72,,,103.0,Moderate
OD001,2019-10-08,25.41,45.92,2.74,8.59,6.44,32.57,1.68,8.64,4.26,0.0,,,103.0,Moderate
OD001,2019-10-09,55.0,76.23,21.03,11.6,19.13,41.56,1.6,8.69,5.22,0.32,,,103.0,Moderate
OD001,2019-10-10,26.48,63.49,,,0.0,,0.0,,,0.35,,,78.0,Satisfactory
OD001,2019-10-11,32.77,72.72,3.0,11.04,4.46,35.05,1.1,9.77,6.51,1.52,,,90.0,Satisfactory
OD001,2019-10-12,28.89,57.42,5.87,10.42,9.17,34.73,2.02,9.01,4.42,1.2,,,104.0,Moderate
OD001,2019-10-13,30.73,71.59,9.19,6.99,10.86,16.16,2.07,8.85,5.29,0.0,,,103.0,Moderate
OD001,2019-10-14,39.96,86.42,7.7,6.33,8.98,38.89,1.62,8.96,6.63,2.7,,,103.0,Moderate
OD001,2019-10-15,61.88,127.82,8.05,14.13,7.53,25.72,1.06,9.14,5.49,2.15,,,106.0,Moderate
OD001,2019-10-16,53.11,115.38,7.74,6.34,11.96,12.14,2.12,9.07,6.24,0.12,,,116.0,Moderate
OD001,2019-10-17,54.85,122.37,8.98,8.46,12.45,64.1,2.16,9.24,4.7,1.04,,,110.0,Moderate
OD001,2019-10-18,32.62,65.15,9.41,9.1,11.34,28.3,1.81,8.39,4.62,0.37,,,106.0,Moderate
OD001,2019-10-19,35.99,73.18,7.53,12.77,12.7,24.03,2.11,8.87,4.4,0.0,,,104.0,Moderate
OD001,2019-10-20,41.21,79.3,11.56,6.08,11.98,18.82,1.72,8.76,3.94,0.0,,,104.0,Moderate
OD001,2019-10-21,20.53,37.45,4.48,9.73,9.76,36.91,2.16,8.88,4.78,0.0,,,104.0,Moderate
OD001,2019-10-22,31.58,74.28,9.36,8.53,15.98,78.49,2.23,8.76,4.27,0.0,,,105.0,Moderate
OD001,2019-10-23,32.15,60.91,8.0,11.54,13.11,44.52,2.17,8.79,4.23,0.0,,,105.0,Moderate
OD001,2019-10-24,24.43,38.28,2.87,8.4,6.55,58.88,2.03,7.41,4.64,0.0,,,104.0,Moderate
OD001,2019-10-25,23.14,30.81,2.01,7.08,4.99,75.86,2.04,7.02,4.89,0.0,,,104.0,Moderate
OD001,2019-10-26,34.74,89.89,7.28,11.56,13.25,76.68,2.15,7.22,4.68,0.0,,,104.0,Moderate
OD001,2019-10-27,29.75,60.55,13.41,5.35,13.24,86.49,1.88,8.68,3.75,0.0,,,103.0,Moderate
OD001,2019-10-28,,,,,,,,,,,,,,
OD001,2019-10-29,,,,,,,,,,,,,,
OD001,2019-10-30,78.08,118.78,,,0.0,,0.0,,,0.0,,,,
OD001,2019-10-31,89.91,183.8,11.49,12.82,13.86,66.31,1.61,9.41,6.66,0.0,,,,
OD001,2019-11-01,84.24,175.43,13.08,10.87,19.33,92.17,2.31,9.14,4.24,0.0,,,179.0,Moderate
OD001,2019-11-02,77.18,166.58,17.72,13.3,24.41,53.26,2.38,9.44,4.53,0.0,,,188.0,Moderate
OD001,2019-11-03,83.03,175.1,13.46,6.59,14.74,16.78,2.13,9.85,5.57,0.0,,,146.0,Moderate
OD001,2019-11-04,107.54,231.42,17.46,11.95,7.25,19.89,0.8,9.84,3.26,0.0,,,236.0,Poor
OD001,2019-11-05,89.4,189.29,13.26,8.22,9.23,73.66,1.4,10.75,9.5,0.03,,,222.0,Poor
OD001,2019-11-06,83.14,181.43,11.19,8.78,13.81,72.47,1.41,10.37,5.73,0.17,,,200.0,Moderate
OD001,2019-11-07,81.1,177.97,16.43,14.19,22.13,63.28,0.52,10.27,5.33,0.56,,,174.0,Moderate
OD001,2019-11-08,62.63,141.47,16.43,12.46,21.19,66.83,0.6,12.66,6.55,1.58,,,141.0,Moderate
OD001,2019-11-09,38.64,109.84,12.82,11.79,21.22,95.05,0.63,13.9,5.57,0.0,,,122.0,Moderate
OD001,2019-11-10,43.3,95.82,12.63,3.84,7.34,49.2,0.31,14.83,5.48,0.0,,,99.0,Satisfactory
OD001,2019-11-11,42.37,109.49,17.88,18.7,19.25,58.82,0.47,16.54,8.78,0.0,,,102.0,Moderate
OD001,2019-11-12,60.96,144.97,17.5,11.75,22.71,95.68,0.62,16.66,5.66,0.0,,,115.0,Moderate
OD001,2019-11-13,57.49,133.85,21.67,13.4,26.17,78.69,0.64,16.25,8.23,0.6,,,126.0,Moderate
OD001,2019-11-14,57.19,135.99,20.18,16.54,28.46,70.67,0.7,16.39,10.83,0.9,,,123.0,Moderate
OD001,2019-11-15,58.09,130.12,22.04,20.33,30.93,44.48,0.74,16.09,13.46,1.87,,,125.0,Moderate
OD001,2019-11-16,51.52,115.04,19.48,15.26,27.08,83.14,0.78,14.74,6.49,0.56,,,113.0,Moderate
OD001,2019-11-17,79.1,162.45,26.7,13.89,18.16,53.02,0.39,14.44,9.05,2.28,,,126.0,Moderate
OD001,2019-11-18,76.72,171.91,19.21,18.41,16.67,48.33,0.49,13.49,5.87,0.0,,,184.0,Moderate
OD001,2019-11-19,50.88,132.67,16.82,13.95,23.82,46.11,0.87,13.49,7.45,0.0,,,133.0,Moderate
OD001,2019-11-20,57.47,136.14,11.81,11.63,19.06,31.81,0.88,13.21,4.79,0.0,,,120.0,Moderate
OD001,2019-11-21,69.64,148.15,12.57,10.03,18.76,29.51,0.89,12.73,4.75,0.0,,,131.0,Moderate
OD001,2019-11-22,88.71,182.05,13.3,12.97,19.85,25.03,0.92,12.72,5.0,0.0,,,152.0,Moderate
OD001,2019-11-23,86.71,175.56,15.97,9.92,22.56,51.87,0.96,12.71,5.92,0.0,,,211.0,Poor
OD001,2019-11-24,66.14,118.67,14.01,6.85,17.41,60.72,0.97,11.92,5.16,0.0,,,156.0,Moderate
OD001,2019-11-25,98.46,195.77,14.81,13.04,19.47,51.85,0.97,12.01,6.9,0.0,,,,
OD001,2019-11-26,88.94,193.69,19.14,9.81,20.74,88.0,0.81,11.97,5.02,0.0,,,180.0,Moderate
OD001,2019-11-27,47.74,158.7,18.24,11.19,23.64,76.09,1.02,11.32,5.95,0.0,,,185.0,Moderate
OD001,2019-11-28,129.09,226.22,17.82,12.03,23.66,51.44,1.09,12.18,7.43,0.05,,,,
OD001,2019-11-29,102.32,194.1,30.45,12.24,15.47,23.22,0.51,12.3,3.7,0.0,,,223.0,Poor
OD001,2019-11-30,78.96,159.2,,,0.0,,0.0,,,0.0,,,201.0,Poor
OD001,2019-12-01,70.08,136.96,,,0.0,,0.0,,,0.0,,,147.0,Moderate
OD001,2019-12-02,63.24,136.41,16.09,14.98,15.21,102.21,0.65,9.94,5.09,0.0,,,126.0,Moderate
OD001,2019-12-03,75.53,166.11,17.95,13.2,26.21,88.16,1.17,11.07,4.67,0.0,,,129.0,Moderate
OD001,2019-12-04,64.22,129.06,17.08,14.92,25.29,74.24,1.13,11.69,5.21,83.81,,,155.0,Moderate
OD001,2019-12-05,54.83,120.83,17.42,15.09,29.92,36.29,0.85,12.63,8.04,299.61,,,111.0,Moderate
OD001,2019-12-06,62.64,137.13,17.11,22.34,29.82,57.61,0.77,12.14,6.07,43.22,,,120.0,Moderate
OD001,2019-12-07,64.84,137.89,18.03,19.15,32.09,52.69,0.81,12.04,7.32,0.0,,,128.0,Moderate
OD001,2019-12-08,68.89,138.53,28.56,9.13,15.28,34.63,0.41,10.7,3.58,0.0,,,128.0,Moderate
OD001,2019-12-09,75.5,156.39,19.83,25.04,17.9,82.98,0.44,11.26,10.06,58.98,,,140.0,Moderate
OD001,2019-12-10,82.35,173.7,29.29,21.61,40.7,61.29,0.91,11.96,5.07,0.0,,,151.0,Moderate
OD001,2019-12-11,118.77,233.8,31.06,17.7,44.04,76.34,1.08,12.33,5.92,0.0,,,220.0,Poor
OD001,2019-12-12,91.52,176.71,29.03,13.86,40.61,51.93,1.01,12.61,6.67,111.65,,,290.0,Poor
OD001,2019-12-13,65.57,137.46,26.63,15.87,39.15,79.46,0.63,12.09,6.49,129.35,,,157.0,Moderate
OD001,2019-12-14,61.59,126.98,25.94,15.01,24.78,44.01,0.4,11.53,8.49,0.0,,,118.0,Moderate
OD001,2019-12-15,50.72,96.88,,,0.0,,0.0,,,0.0,,,118.0,Moderate
OD001,2019-12-16,37.19,73.79,,,0.0,,0.0,,,0.0,,,73.0,Satisfactory
OD001,2019-12-17,66.14,121.66,17.62,16.74,18.95,60.35,0.57,12.05,11.41,167.64,,,98.0,Satisfactory
OD001,2019-12-18,43.22,88.08,17.83,22.37,27.57,55.66,0.6,11.58,7.36,279.17,,,109.0,Moderate
OD001,2019-12-19,38.79,87.3,16.8,17.32,26.71,55.18,0.57,12.21,5.87,244.75,,,88.0,Satisfactory
OD001,2019-12-20,62.63,130.65,28.36,23.22,23.27,81.84,0.46,8.27,37.97,177.1,,,98.0,Satisfactory
OD001,2019-12-21,64.93,140.68,25.56,17.85,36.32,82.58,0.94,5.98,28.69,238.14,,,126.0,Moderate
OD001,2019-12-22,55.2,118.5,27.17,23.61,35.4,57.47,0.82,5.22,35.47,24.46,,,125.0,Moderate
OD001,2019-12-23,48.17,104.52,22.82,20.22,33.66,63.05,0.87,5.58,26.37,147.07,,,108.0,Moderate
OD001,2019-12-24,90.37,184.5,26.75,20.31,42.7,57.85,1.07,7.26,24.75,99.43,,,123.0,Moderate
OD001,2019-12-25,109.25,194.3,31.17,14.67,41.4,91.85,1.26,7.56,28.41,0.0,,,257.0,Poor
OD001,2019-12-26,99.98,162.31,29.18,13.52,37.05,68.74,1.19,6.31,16.64,28.56,,,255.0,Poor
OD001,2019-12-27,64.98,105.72,18.88,11.35,26.24,62.38,0.82,4.65,32.82,219.48,,,199.0,Moderate
OD001,2019-12-28,39.99,83.28,20.77,23.88,31.31,66.72,0.64,3.94,35.13,87.76,,,91.0,Satisfactory
OD001,2019-12-29,82.67,157.49,29.81,26.01,43.18,58.43,0.82,3.73,25.93,0.0,,,111.0,Moderate
OD001,2019-12-30,66.67,133.61,24.67,21.09,38.42,37.18,0.97,4.36,27.86,0.0,,,171.0,Moderate
OD001,2019-12-31,63.03,129.29,22.53,24.51,35.47,60.47,1.1,3.13,33.37,0.0,,,118.0,Moderate
OD001,2020-01-01,42.75,81.36,17.53,18.45,27.64,54.21,1.19,2.86,40.09,0.0,,,114.0,Moderate
OD001,2020-01-02,28.9,48.32,12.98,13.58,21.25,42.02,1.26,3.09,36.6,74.56,,,69.0,Satisfactory
OD001,2020-01-03,34.82,51.35,16.6,15.66,23.74,43.59,1.33,3.35,30.32,8.14,,,70.0,Satisfactory
OD001,2020-01-04,58.33,97.03,25.16,12.74,31.73,68.52,1.33,3.84,20.75,0.0,,,77.0,Satisfactory
OD001,2020-01-05,67.62,129.98,32.76,9.65,41.22,67.9,1.45,3.08,25.55,0.0,,,128.0,Moderate
OD001,2020-01-06,49.74,108.41,26.25,15.99,34.79,70.72,1.45,3.32,26.9,0.0,,,108.0,Moderate
OD001,2020-01-07,68.28,140.98,29.12,21.59,43.48,59.3,1.48,4.94,23.88,0.0,,,115.0,Moderate
OD001,2020-01-08,69.26,116.9,24.77,16.87,35.38,54.19,1.54,4.34,28.24,0.0,,,146.0,Moderate
OD001,2020-01-09,76.66,108.79,22.1,10.8,29.92,40.28,1.52,4.14,24.27,0.0,,,112.0,Moderate
OD001,2020-01-10,56.23,91.1,26.82,15.1,26.53,42.93,1.14,4.19,17.32,0.0,,,166.0,Moderate
OD001,2020-01-11,,,21.2,17.58,31.41,40.89,1.69,3.88,33.43,0.0,,,,
OD001,2020-01-12,,,24.97,19.02,36.85,42.34,1.71,4.11,30.9,0.0,,,,
OD001,2020-01-13,,,31.97,19.98,45.99,63.24,1.74,5.59,25.16,0.0,,,,
OD001,2020-01-14,125.88,263.62,31.39,23.2,43.61,77.03,1.29,5.63,38.55,53.94,,,,
OD001,2020-01-15,115.69,209.26,30.02,26.74,45.4,106.47,0.82,8.53,26.83,4.94,,,296.0,Poor
OD001,2020-01-16,108.99,195.21,27.88,20.64,38.24,85.38,0.84,6.95,35.7,1.98,,,285.0,Poor
OD001,2020-01-17,101.29,189.61,25.28,25.34,43.24,73.69,0.86,6.45,28.69,0.0,,,250.0,Poor
OD001,2020-01-18,83.82,184.33,26.56,15.4,36.36,62.42,0.85,6.23,27.36,1.68,,,188.0,Moderate
OD001,2020-01-19,89.78,154.57,28.02,17.0,39.18,82.41,0.89,5.37,27.66,1.13,,,206.0,Poor
OD001,2020-01-20,69.42,125.86,15.35,22.11,27.38,89.04,0.87,4.62,37.69,1.1,,,160.0,Moderate
OD001,2020-01-21,83.39,158.93,28.64,31.01,37.68,82.8,0.87,5.69,24.53,0.32,,,146.0,Moderate
OD001,2020-01-22,104.47,184.67,25.44,19.5,38.53,91.79,0.87,6.26,26.39,0.0,,,210.0,Poor
OD001,2020-01-23,91.23,160.68,27.22,14.01,37.63,83.71,0.9,5.11,26.95,0.0,,,259.0,Poor
OD001,2020-01-24,68.34,133.71,27.57,17.51,22.37,83.67,0.54,4.56,29.78,0.0,,,160.0,Moderate
OD001,2020-01-25,61.65,134.25,,,0.0,,0.0,,,0.0,,,116.0,Moderate
OD001,2020-01-26,60.24,126.56,,,0.0,,0.0,,,0.0,,,138.0,Moderate
OD001,2020-01-27,70.6,145.59,22.81,22.61,17.64,43.44,0.39,4.98,41.49,0.0,,,112.0,Moderate
OD001,2020-01-28,74.93,153.51,25.59,21.22,38.89,47.77,0.88,5.54,27.18,0.0,,,139.0,Moderate
OD001,2020-01-29,78.91,143.98,25.39,13.72,36.33,42.98,0.89,4.77,26.71,0.89,,,189.0,Moderate
OD001,2020-01-30,59.9,127.63,21.35,12.47,28.37,47.55,0.87,5.34,31.09,1.91,,,137.0,Moderate
OD001,2020-01-31,55.53,114.45,12.49,21.69,23.91,43.41,0.89,4.05,34.77,1.17,,,103.0,Moderate
OD001,2020-02-01,54.18,127.55,16.08,16.45,26.96,46.7,0.85,4.43,34.02,0.0,,,116.0,Moderate
OD001,2020-02-02,52.62,99.77,10.55,20.67,21.78,62.71,0.89,3.77,43.07,0.0,,,119.0,Moderate
OD001,2020-02-03,109.14,242.49,17.02,27.47,36.02,91.11,0.86,6.09,31.21,1.2,,,,
OD001,2020-02-04,69.43,139.05,14.25,24.04,30.81,54.56,0.88,8.79,19.51,2.63,,,191.0,Moderate
OD001,2020-02-05,65.97,117.63,12.51,17.13,21.63,65.64,0.84,8.81,24.26,0.51,,,118.0,Moderate
OD001,2020-02-06,71.77,144.14,20.12,12.53,30.85,70.44,0.5,6.7,18.56,0.97,,,127.0,Moderate
OD001,2020-02-07,52.91,106.4,13.49,15.17,23.33,58.31,0.01,4.45,23.6,0.65,,,126.0,Moderate
OD001,2020-02-08,44.57,96.57,8.78,17.31,17.07,50.78,0.01,4.78,27.01,0.0,,,97.0,Satisfactory
OD001,2020-02-09,57.83,126.56,13.07,16.09,22.88,34.57,0.01,4.67,42.22,0.0,,,98.0,Satisfactory
OD001,2020-02-10,64.57,148.99,16.9,19.61,30.05,53.95,0.02,5.27,36.5,0.19,,,129.0,Moderate
OD001,2020-02-11,84.2,187.19,19.24,19.31,35.49,84.27,0.04,5.21,40.03,0.0,,,155.0,Moderate
OD001,2020-02-12,79.59,173.45,21.53,28.99,34.85,78.86,0.04,6.12,35.88,0.91,,,174.0,Moderate
OD001,2020-02-13,78.7,184.84,21.65,27.35,40.68,52.49,0.05,6.66,32.06,3.52,,,177.0,Moderate
OD001,2020-02-14,81.63,194.14,25.73,19.21,39.88,68.98,0.03,5.62,29.38,1.68,,,157.0,Moderate
OD001,2020-02-15,69.93,153.82,18.85,26.35,32.78,72.85,0.01,4.27,35.56,3.78,,,162.0,Moderate
OD001,2020-02-16,53.86,117.98,13.39,22.37,24.22,56.52,0.01,3.73,40.05,1.66,,,118.0,Moderate
OD001,2020-02-17,62.05,144.59,14.81,23.73,27.39,72.84,0.02,4.49,34.47,0.85,,,119.0,Moderate
OD001,2020-02-18,66.86,156.78,22.58,22.93,37.21,117.44,0.02,5.32,35.68,1.53,,,136.0,Moderate
OD001,2020-02-19,79.45,184.8,18.97,28.87,42.25,80.09,0.04,11.05,29.0,1.08,,,141.0,Moderate
OD001,2020-02-20,82.41,185.18,20.05,23.77,38.65,95.52,0.04,9.58,30.76,2.61,,,172.0,Moderate
OD001,2020-02-21,70.64,152.08,18.54,20.87,33.35,50.76,0.05,5.77,34.49,0.89,,,168.0,Moderate
OD001,2020-02-22,91.15,180.05,15.6,23.05,32.29,95.81,0.05,7.63,37.78,0.0,,,140.0,Moderate
OD001,2020-02-23,76.21,163.07,13.64,21.41,27.06,71.07,0.05,6.54,43.29,0.0,,,233.0,Poor
OD001,2020-02-24,66.04,186.21,9.16,16.9,18.96,78.53,0.05,3.5,28.73,0.79,,,,
OD001,2020-02-25,33.53,45.85,8.7,14.46,15.45,85.95,0.05,4.48,33.81,0.47,,,82.0,Satisfactory
OD001,2020-02-26,50.29,70.42,12.95,15.66,18.65,91.61,0.04,3.39,31.36,0.0,,,67.0,Satisfactory
OD001,2020-02-27,55.53,91.46,10.38,19.35,18.99,75.76,0.03,2.69,37.23,0.55,,,108.0,Moderate
OD001,2020-02-28,67.21,113.28,14.21,18.13,13.25,77.43,0.01,3.47,12.79,0.81,,,94.0,Satisfactory
OD001,2020-02-29,84.52,144.52,,,0.0,,0.0,,,0.0,,,158.0,Moderate
OD001,2020-03-01,94.73,128.97,,,0.0,,0.0,,,0.0,,,202.0,Poor
OD001,2020-03-02,101.48,143.48,,,0.0,,0.0,,,0.0,,,229.0,Poor
OD001,2020-03-03,74.94,100.99,6.7,20.74,7.82,78.26,0.03,8.69,52.39,0.0,,,199.0,Moderate
OD001,2020-03-04,,53.24,7.99,18.0,18.45,99.3,0.05,5.82,45.15,0.0,,,83.0,Satisfactory
OD001,2020-03-05,,32.15,9.74,17.88,20.37,98.3,0.04,4.57,32.64,0.0,,,60.0,Satisfactory
OD001,2020-03-06,,35.92,18.95,17.94,24.29,69.7,0.03,3.6,26.53,0.0,,,46.0,Good
OD001,2020-03-07,,32.85,10.19,12.39,14.11,85.27,0.01,3.1,30.47,0.42,,,51.0,Satisfactory
OD001,2020-03-08,,40.63,17.5,8.87,8.99,113.55,0.01,2.56,23.0,0.67,,,44.0,Good
OD001,2020-03-09,66.18,39.13,10.16,14.48,8.85,111.94,0.07,5.07,55.49,1.03,,,91.0,Satisfactory
